event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
CHN8607,"21 June 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Government of China (2012-)",6,,,0,60,,156,"East Asia",China,"Hong Kong","Wan Chai",,"Hong Kong - Wan Chai",22.2776,114.175,1,"Ta Kung Pao",Subnational,"On 21 June 2019, more than 30 members of HKCPPCC (Provincial) Members Association Limited demonstrated at the Police Headquarters in Wan Chai (Hong Kong) to show support for the police force, donating 1 million HKD to the police trust fund and shouting slogans. After that, more than 20 members of China's National People's Congress (NPC) also appeared at the Police Headquarters to show support for the police force. Shortly after this, around 20 members of a pro-government group also showed up in support of law enforcement officers.",0,"crowd size=more than 70",1611094735
CHN3354,"21 June 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Five Demands Movement",6,,,0,60,,156,"East Asia",China,"Hong Kong","Wan Chai",,"Hong Kong - Wan Chai",22.2776,114.175,1,"The Stand News",Subnational,"On 21 June 2019, more than 100 anti-ELAB protesters surrounded the Revenue Tower in Wan Chai (Hong Kong) and held a sit-in protest at the lobby to call for people to go on strike. They shouted slogans.",0,"crowd size=more than 100",1611094736
CHN3355,"21 June 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","NTAS: New Territories Association of Societies; Government of China (2017-) Hong Kong Special Administrative Region",6,,,0,60,,156,"East Asia",China,"Hong Kong","Yau Tsim Mong",,"Hong Kong - Yau Tsim Mong",22.3201,114.1692,1,"Wen Wei Po",Subnational,"On 21 June 2019, more than 20 people joined a protest with the New Territories Association of Societies (including a legislative councillor) at the Working Family and Student Financial Assistance Agency in Prince Edward (Yau Tsim Mong, Hong Kong) to urge the government to facilitate the delivery of the $4000 HKD subsidy given to eligible citizens.",0,"crowd size=more than 20",1611094737
CHN3349,"20 June 2019",2019,2,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Labor Group (China)",6,,,0,60,,156,"East Asia",China,Henan,Zhengzhou,Zhongyuan,Zhongyuan,34.7482,113.6129,2,"CLB (China)",Other,"As reported on 20 June 2019, as many as 100 workers protested in Zhengzhou, Henan to demand wage arrears owed to them by a construction company. Protesters held banners.",0,"crowd size=as many as 100",1618527484
CHN3348,"20 June 2019",2019,2,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Labor Group (China)",6,,,0,60,,156,"East Asia",China,Liaoning,Fushun,Shuncheng,Shuncheng,41.8834,123.945,2,"CLB (China)",Other,"As reported on 20 June 2019, as many as 100 workers protested in Fushun, Liaoning to protest against unequal pay and to demand wage arrears owed to them by the electric power bureau.",0,"crowd size=as many as 100",1618527484
CHN3346,"20 June 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Teachers (China); Christian Group (China); Five Demands Movement; Students (China)",6,,,0,60,,156,"East Asia",China,"Hong Kong","Central and Western",,"Hong Kong - Central and Western",22.2811,114.1598,1,RTHK,Subnational,"On 20 June 2019, more than 10 people demonstrated and petitioned outside the Office of the Chief Executive in Admiralty (Central and Western district, Hong Kong) to urge the Chief Executive to respond to the four demands proposed by the students, which include the five demands except the one calling for the resignation of the Chief Executive. The protesters included teachers, parents, and some Christian and cultural groups. They then participated in a rally called 'Chief Executive, don't kill our youths' outside the Office. They held placards. On the same day, over 100 people (including middle school and university students) participated in a sit-in protest at the demonstration area at Legislative Council complex and dozens of them also protested outside the Office of the Chief Executive in Admiralty (Central and Western district, Hong Kong) to call on the government to respond to the people's demands, including the demand to withdraw the extradition bill. They demanded for the government to respond by 5pm on the same day, or there would be an escalation in their actions. They stayed overnight, made placards and sang hymns.",0,"crowd size=more than 110 in total",1611094735
CHN3347,"20 June 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)",,6,,,0,60,,156,"East Asia",China,"Hong Kong","Wan Chai",,"Hong Kong - Wan Chai",22.2776,114.175,1,"Wen Wei Po",Subnational,"On 20 June 2019, around 60 members of two pro-government groups gathered at the Police Headquarters in Wan Chai (Hong Kong) to show support for the police force. Among them, around 30 people were affiliated with the China Council for the Promotion of Peaceful National Reunification. They held signs and donated 1 million HKD to the police trust fund. About 30 other people were affiliated with the Hong Kong Federation of Hainan Community Organisations. They held signs and gave a thank-you letter to the police.",0,"crowd size=around 60",1611094737
CHN3498,"20 June 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)",,6,,,0,60,,156,"East Asia",China,Guangdong,Yunfu,Yunan,Liantan,22.9306,111.7252,1,"Epoch Times; Radio Free Asia",International,"On 20 June 2019, 200 to 300 villagers marched from Mingtang Village (Yunfu, Guangdong) to Liantan Town to oppose the construction of a garbage incineration power plant in the city. They demanded the government to withdraw the project due to health concerns. Protesters marched every day until 23 June.",0,"crowd size=200 to 300",1618527497
CHN3345,"19 June 2019",2019,2,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Labor Group (China)",6,,,0,60,,156,"East Asia",China,Shandong,Qingdao,Shinan,Shinan,36.0757,120.4124,2,"CLB (China)",Other,"As reported on 19 June 2019, as many as 100 workers protested in Qingdao, Shandong to demand unpaid housing fund and subsidies owed to them by a shipping company.",0,"crowd size=as many as 100",1618527484
CHN3344,"19 June 2019",2019,2,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Labor Group (China)",6,,,0,60,,156,"East Asia",China,Zhejiang,Wenzhou,Cangnan,Longgang,27.5786,120.5526,2,"CLB (China)",Other,"As reported on 19 June 2019, as many as 100 workers protested in Wenzhou, Zhejiang to demand a few months worth of wage arrears owed to them by a gym.",0,"crowd size=as many as 100",1618527484
CHN3342,"19 June 2019",2019,2,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Labor Group (China)",6,,,0,60,,156,"East Asia",China,Jiangxi,Pingxiang,Anyuan,Anyuan,27.6152,113.8707,2,"CLB (China)",Other,"As reported on 19 June 2019, as many as 100 workers protested in Pingxiang, Jiangxi to demand wage arrears owed to them by a ceramics company by blocking the gates.",0,"crowd size=as many as 100",1618527484
CHN3343,"19 June 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)",,6,,,0,60,,156,"East Asia",China,"Hong Kong","Yau Tsim Mong",,"Hong Kong - Yau Tsim Mong",22.3201,114.1692,1,"Ming Pao; Wen Wei Po",Subnational,"On 19 June 2019, around 20 people joined a march organised by a pro-government civil group and marched to the Mong Kok Police Station in Mong Kok (Yau Tsim Mong, Hong Kong) to show support for the Hong Kong police. They held banners and shouted slogans. They then marched to the headquarters of the Democratic Party in Prince Edward near Mong Kok to protest against the Party spreading rumours against the police.",0,"crowd size=around 20",1611094729
CHN8566,"19 June 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)",,6,,,0,60,,156,"East Asia",China,"Hong Kong","Wan Chai",,"Hong Kong - Wan Chai",22.2776,114.175,1,"Ta Kung Pao",Subnational,"On 19 June 2019, multiple pro-government groups including the Hong Kong United Youth Association and Greater Bay Area Homeland Youth Community Foundation protested at the Police Headquarters in Wan Chai (Hong Kong) to show support for law enforcement. They chanted slogans in support of the police, and handed a thank-you letter and some gifts to the police. The Community Foundation also donated 1 million HKD in support of the police.",0,"crowd size=no report",1611094735
CHN3497,"19 June 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)",,6,,,0,60,,156,"East Asia",China,Guangdong,Yunfu,Yunan,Liantan,22.9306,111.7252,1,"Radio Free Asia; Epoch Times",International,"On 19 June 2019, 200 to 300 villagers marched from Mingtang Village (Yunfu, Guangdong) to Liantan Town to oppose the construction of a garbage incineration power plant in the city. They demanded the government to withdraw the project due to health concerns. Protesters marched every day until 23 June.",0,"crowd size=200 to 300",1618527497
CHN13094,"19 June 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Labor Group (China)",6,,,0,60,,156,"East Asia",China,Guangdong,Shenzhen,Longgang,Longgang,22.6584,114.2088,1,"Epoch Times",International,"On 19 June 2019, around 500 workers protested in Longgang district (Shenzhen, Guangdong) against the relocation of the manufacturing company. They claimed that the compensation paid to them by the company was unfair. It was reported that the demonstration continued for half a month since 4 June, with workers protesting and chanting slogans in front of the company at the end of their shift each day.",0,"crowd size=around 500",1683045347
CHN2257,"18 June 2019",2019,1,Demonstrations,Protests,"Protest with intervention","Protesters (China)",,6,"Police Forces of China (2012-)",,1,16,,156,"East Asia",China,Henan,Shangqiu,Zhecheng,Zhecheng,34.0912,115.3056,1,"Bitter Winter",Other,"On 18 June 2019, more than a dozen family members of a student who had died suddenly at a secondary school in Zhecheng County (Shangqiu, Henan) the previous day gathered outside the school to demand a reason as regard to why the boy had died. They were met by about 30 police officers at the school who arrested them after they started crying. Around 7 to 8 police officers attacked and took away the phone of a family members who was filming the scene. Two other family members were also beaten up.",0,"crowd size=more than a dozen",1618527402
CHN3336,"18 June 2019",2019,2,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Labor Group (China)",6,,,0,60,,156,"East Asia",China,Jilin,Jilin,Chuanying,Chuanying,43.8335,126.5407,2,"CLB (China)",Other,"As reported on 18 June 2019, more than 30 workers protested in Jilin City, Jilin to demand wage arrears and unpaid social insurance owed to them by a hospital.",0,"crowd size=more than 30",1618527483
CHN3341,"18 June 2019",2019,1,Demonstrations,Protests,"Protest with intervention","Protesters (China)","Labor Group (China)",6,"Police Forces of China (2012-)",,1,16,,156,"East Asia",China,Jiangsu,Taizhou,Hailing,Hailing,32.491,119.9194,2,"CLB (China)",Other,"On 18 June 2019, as many as 1000 workers protested in Taizhou, Jiangsu to demand wage arrears and unpaid social insurance owed to them by a solar cell manufacturer by blocking the entrance. The company called the police. Eight protesters were arrested.",0,"crowd size=as many as 1000",1618527484
CHN3340,"18 June 2019",2019,2,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Labor Group (China)",6,,,0,60,,156,"East Asia",China,Hebei,Tangshan,Lubei,Lubei,39.6245,118.2006,2,"CLB (China)",Other,"As reported on 18 June 2019, as many as 100 steel workers protested in Tangshan, Hebei against layoffs and unequal treatment by a steel company. Protesters held banners.",0,"crowd size=as many as 100",1618527483
CHN3337,"18 June 2019",2019,2,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Labor Group (China)",6,,,0,60,,156,"East Asia",China,Guizhou,Guiyang,Guanshanhu,Guanshanhu,26.6015,106.6224,2,"CLB (China)",Other,"As reported on 18 June 2019, as many as 100 workers protested in Guiyang, Guizhou to demand more than 200,000 RMB worth of wage arrears owed to them by a decoration company.",0,"crowd size=as many as 100",1618527483
CHN3335,"18 June 2019",2019,2,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Labor Group (China)",6,,,0,60,,156,"East Asia",China,Jilin,Changchun,Chaoyang,Chaoyang,43.8334,125.2879,2,"CLB (China)",Other,"As reported on 18 June 2019, as many as 100 student workers protested in Changchun, Jilin to demand wage arrears owed to them by a food delivery company.",0,"crowd size=as many as 100",1618527483
CHN3338,"18 June 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Five Demands Movement",6,,,0,60,,156,"East Asia",China,"Hong Kong","Central and Western",,"Hong Kong - Central and Western",22.2811,114.1598,1,RTHK,Subnational,"On 18 June 2019, almost 100 people participated in a sit-in protest at the demonstration area at Legislative Council complex in Admiralty (Central and Western district, Hong Kong) to oppose the extradition bill. They stayed overnight and sang hymns and prayed.",0,"crowd size=almost 100",1611094735
CHN3339,"18 June 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)",,6,,,0,60,,156,"East Asia",China,"Hong Kong","Wan Chai",,"Hong Kong - Wan Chai",22.2776,114.175,1,"Wen Wei Po",Subnational,"On 18 June 2019, around 20 people joined a rally organised by a pro-government civil group to show support for the Hong Kong police at the Police Headquarters in Wan Chai (Hong Kong). They held banners and placards. They also gave some energy drinks and a letter to thank the police for exercising their duties during protests.",0,"crowd size=around 20",1611094737
CHN3334,"18 June 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Labor Group (China)",6,,,0,60,,156,"East Asia",China,Beijing,,,Beijing,39.9062,116.3913,3,"CLB (China)",Other,"On 18 June 2019, as many as 100 workers protested at the company headquarters in Beijing to demand almost 6 million RMB worth of wage arrears owed to them by an internet company for four months.",0,"crowd size=as many as 100",1618442052
CHN13093,"18 June 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Labor Group (China)",6,,,0,60,,156,"East Asia",China,Guangdong,Shenzhen,Longgang,Longgang,22.6584,114.2088,1,"Epoch Times",International,"On 18 June 2019, around 500 workers protested in Longgang district (Shenzhen, Guangdong) against the relocation of the manufacturing company. They claimed that the compensation paid to them by the company was unfair. It was reported that the demonstration continued for half a month since 4 June, with workers protesting and chanting slogans in front of the company at the end of their shift each day.",0,"crowd size=around 500",1683045347
CHN3329,"17 June 2019",2019,2,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Labor Group (China)",6,,,0,60,,156,"East Asia",China,Liaoning,Dalian,Xigang,Xigang,38.9147,121.6123,2,"CLB (China)",Other,"As reported on 17 June 2019, as many as 100 workers protested in Dalian, Liaoning to demand wage arrears owed to them by an interior decoration company.",0,"crowd size=as many as 100",1618527483
CHN3333,"17 June 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Labor Group (China)",6,,,0,60,,156,"East Asia",China,Jiangsu,Taizhou,Hailing,Hailing,32.491,119.9194,2,"CLB (China)",Other,"On 17 June 2019, almost 200 workers demonstrated at the city government in Taizhou, Jiangsu to demand wage arrears and unpaid social insurance owed to them by a solar cell manufacturer. They then went back to the factory and continued to demonstrate by blocking cargo vehicles from leaving the factory with their bodies and cars.",0,"crowd size=almost 200",1618527483
CHN3330,"17 June 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","HKCTU: Hong Kong Confederation of Trade Unions; Labor Group (China); Teachers (China); Government of China (2017-) Hong Kong Special Administrative Region; Five Demands Movement; Students (China); Demosisto",6,,,0,60,,156,"East Asia",China,"Hong Kong","Central and Western",,"Hong Kong - Central and Western",22.2811,114.1598,1,"Inmediahk.net; Radio Free Asia",Subnational-International,"On 17 June 2019, around 200 people joined a rally organised by HKCTU near Admiralty Centre in Admiralty (Central and Western district, Hong Kong) to echo the call for a citywide strike on that day and to demand the government to withdraw the extradition bill completely and to respond to the five demands. The rally was joined by district councillors and teachers. Some secondary student groups including Demosisto and several other concern groups also held a rally outside the Legislative Council complex with the same demands. One the same day, more than 1000 protesters who stayed behind after the march organised by CHRF on 16 June joined another march led by three pro-democracy legislative councillors from the Legislative Council to the Office of the Chief Executive in Admiralty. They demanded to have a dialogue with the Chief Executive and demanded her to step down. They shouted slogans and occupied a section of the Lung Wo Road, and called for the government to respond to the five demands.",0,"crowd size=more than 1200 in total",1611094729
CHN3331,"17 June 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Hong Kong Labour Party; Labor Group (China); Five Demands Movement",6,,,0,60,,156,"East Asia",China,"Hong Kong","Wan Chai",,"Hong Kong - Wan Chai",22.2776,114.175,1,"Radio Free Asia",International,"On 17 June 2019, around 100 citizens and social workers participated in an anti-ELAB rally held by the Labour Party and some labour groups in Wan Chai (Hong Kong) to support the call for a citywide strike. They demanded the government to withdraw the extradition bill and the Chief Executive to step down. Protesters shouted slogans and held placards.",0,"crowd size=around 100",1611094734
CHN3332,"17 June 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)",,6,,,0,60,,156,"East Asia",China,"Hong Kong","Yau Tsim Mong",,"Hong Kong - Yau Tsim Mong",22.3201,114.1692,1,RTHK,Subnational,"On 17 June 2019, more than 10 members of a pro-government civil group protested outside Mong Kok Police Station in Mong Kok (Yau Tsim Mong, Hong Kong) to show support for the police in its operation on 12 June 2019. They shouted slogans to thank the police and held banners. They then marched to the headquarters of the Democratic Party in Prince Edward near Mong Kok to demand a response from the Party regarding a claim that it protects the protesters.",0,"crowd size=more than 10",1611094735
CHN13092,"17 June 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Labor Group (China)",6,,,0,60,,156,"East Asia",China,Guangdong,Shenzhen,Longgang,Longgang,22.6584,114.2088,1,"Epoch Times",International,"On 17 June 2019, around 500 workers protested in Longgang district (Shenzhen, Guangdong) against the relocation of the manufacturing company. They claimed that the compensation paid to them by the company was unfair. It was reported that the demonstration continued for half a month since 4 June, with workers protesting and chanting slogans in front of the company at the end of their shift each day.",0,"crowd size=around 500",1683045347
CHN3325,"16 June 2019",2019,2,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Labor Group (China)",6,,,0,60,,156,"East Asia",China,Zhejiang,Hangzhou,Jianggan,Jianggan,30.2571,120.2049,2,"CLB (China)",Other,"As reported on 16 June 2019, as many as 100 workers protested in Hangzhou, Zhejiang to demand more than 300,000 RMB worth of wage arrears owed to more than 30 of them by a restaurant.",0,"crowd size=as many as 100",1618527482
CHN3328,"16 June 2019",2019,2,Demonstrations,Protests,"Protest with intervention","Protesters (China)","Labor Group (China)",6,"Rioters (China)","Labor Group (China)",5,56,,156,"East Asia",China,Henan,Zhengzhou,Zhongyuan,Zhongyuan,34.7482,113.6129,2,"CLB (China)",Other,"As reported on 16 June 2019, as many as 100 workers protested in Zhengzhou, Henan to demand 220,000 RMB worth of wage arrears owed to 17 of them by an interior decoration company. Workers were beaten when they demanded their unpaid wages. The police were subsequently brought into the case after some investigation by journalists, and the police managed to resolve the issue of owed wages and arrested the assailants.",0,"crowd size=as many as 100",1618527482
CHN3326,"16 June 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","CHRF: Civil Human Rights Front; Five Demands Movement; Students (China)",6,,,0,60,,156,"East Asia",China,"Hong Kong","Central and Western",,"Hong Kong - Central and Western",22.2811,114.1598,1,"RTHK; Radio Free Asia",Subnational-International,"On 16 June 2019, between 380,000 and 2,000,000 people participated in a march organised by CHRF from Causeway Bay to Central (Central and Western district, Hong Kong) to demand the government to completely withdraw the extradition bill, not suspend it. They called for the realisation of the five demands. Some students participated in the march. Protesters shouted slogans. 33 people reportedly felt unwell during the march. Organisers said almost 2 million people joined the march, while police put the highest turnout at 338,000.",0,"crowd size=338,000-2,000,000",1611094729
CHN3327,"16 June 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","HKFTU: Hong Kong Federation of Trade Unions; Labor Group (China)",6,,,0,60,,156,"East Asia",China,"Hong Kong","Central and Western",,"Hong Kong - Central and Western",22.2811,114.1598,1,RTHK,Subnational,"On 16 June 2019, around 40 members of some pro-government groups including Alliance for Peace and Economy Hong Kong and HKFTU marched to the US Consulate in Central (Central and Western district, Hong Kong) to demand the US government not to interfere in Hong Kong affairs.",0,"crowd size=around 40",1611094735
CHN13091,"16 June 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Labor Group (China)",6,,,0,60,,156,"East Asia",China,Guangdong,Shenzhen,Longgang,Longgang,22.6584,114.2088,1,"Epoch Times",International,"On 16 June 2019, around 500 workers protested in Longgang district (Shenzhen, Guangdong) against the relocation of the manufacturing company. They claimed that the compensation paid to them by the company was unfair. It was reported that the demonstration continued for half a month since 4 June, with workers protesting and chanting slogans in front of the company at the end of their shift each day.",0,"crowd size=around 500",1683045347
CHN3213,"15 June 2019",2019,2,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Labor Group (China)",6,,,0,60,,156,"East Asia",China,Hunan,Changde,Wuling,Wuling,29.0287,111.6979,2,"CLB (China)",Other,"As reported on 15 June 2019, as many as 100 workers protested in Changde, Hunan to demand wage arrears owed to them by a food company.",0,"crowd size=as many as 100",1618527476
CHN3209,"15 June 2019",2019,2,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Labor Group (China)",6,,,0,60,,156,"East Asia",China,Sichuan,Mianyang,Fucheng,Fucheng,31.4551,104.7569,2,"CLB (China)",Other,"As reported on 15 June 2019, as many as 100 workers protested in Mianyang, Sichuan to demand wage arrears owed to them by a construction company.",0,"crowd size=as many as 100",1618527476
CHN3323,"15 June 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)",,6,,,0,60,,156,"East Asia",China,Jiangxi,Jingdezhen,Zhushan,Zhushan,29.2999,117.2029,1,CRLW,Other,"On 15 June 2019, residents of households or units subject to relocation due to building demolition took to the street in Zhushan (Jingdezhen, Jiangxi) to protest against the government's decision to demolish their households and transform the area. They claimed that the government fabricated the documents in order to target their households. Protesters held banners. The protest lasted until 18 June at the time of reporting.",0,"crowd size=no report",1618527482
CHN3210,"15 June 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Buddhist Group (China); Christian Group (China); Five Demands Movement",6,,,0,60,,156,"East Asia",China,"Hong Kong","Central and Western",,"Hong Kong - Central and Western",22.2811,114.1598,1,"Inmediahk.net; RTHK",Subnational,"On 15 June 2019, more than 30 Buddhists gathered in Tamar Park in Admiralty (Central and Western district, Hong Kong) to protest against the extradition bill, despite that the government's earlier announcement that the bill would be suspended. These Buddhists sang religious songs and prayed. On the same day, more than 10 Christians protested on a footbridge leading to the Legislative Council in Admiralty (Central and Western district, Hong Kong) against the extradition bill. They sang songs and prayed.",0,"crowd size=more than 40 in total",1611094729
CHN3211,"15 June 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Five Demands Movement",6,,,0,60,,156,"East Asia",China,"Hong Kong",Islands,,"Hong Kong - Islands",22.2874,113.9425,1,Inmediahk.net,Subnational,"On 15 June 2019, more than 20 people gathered at the Hong Kong International Airport in Chek Lap Kok (Islands, Hong Kong) to protest against the extradition bill. They put signs around their bodies and displayed posters with anti-ELAB messages to spread anti-extradition bill messages. They were minor verbal altercations between the protesters and the pedestrians.",0,"crowd size=more than 20",1611094733
CHN3212,"15 June 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Government of China (2017-) Hong Kong Special Administrative Region",6,"Protesters (China)","Labor Group (China)",6,66,,156,"East Asia",China,"Hong Kong","Wan Chai",,"Hong Kong - Wan Chai",22.2776,114.175,1,"Radio Free Asia",International,"On 15 June 2019, more than 10 pro-democracy legislative councillors protested at the Police headquarters in Wan Chai (Hong Kong) to condemn the police force for using excessive violence against protesters during their operations. They submitted a petition letter. Meanwhile, around 10 members of the Hong Kong Chinese Importers' and Exporters' Association also gathered at Police headquarters in support of police action during protests. They thanked the police for maintaining stability of the city and donated 1 million HKD to a police welfare trust fund.",0,"crowd size=more than 20",1611094734
CHN8525,"15 June 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)",,6,,,0,60,,156,"East Asia",China,"Hong Kong",Eastern,,"Hong Kong - Eastern",22.2821,114.2213,1,"Ta Kung Pao",Subnational,"On 15 June 2019, more than 20 members of New Millenarian protested outside the North Point Police Station in North Point, Eastern district (Hong Kong) in support of the police force. They also condemned the violence during the anti-ELAB protests. They shouted slogans and held banners and placards.",0,"crowd size=more than 20",1611094735
CHN13090,"15 June 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Labor Group (China)",6,,,0,60,,156,"East Asia",China,Guangdong,Shenzhen,Longgang,Longgang,22.6584,114.2088,1,"Epoch Times",International,"On 15 June 2019, around 500 workers protested in Longgang district (Shenzhen, Guangdong) against the relocation of the manufacturing company. They claimed that the compensation paid to them by the company was unfair. It was reported that the demonstration continued for half a month since 4 June, with workers protesting and chanting slogans in front of the company at the end of their shift each day.",0,"crowd size=around 500",1683045347
CHN3322,"14 June 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Labor Group (China)",6,,,0,60,,156,"East Asia",China,Hainan,Sanya,Jiyang,Jiyang,18.2814,109.5781,2,"CLB (China)",Other,"On 14 June 2019, more than 20 construction workers protested in Sanya, Hainan to demand around 4 million RMB worth of wage arrears owed to them by a hospital.",0,"crowd size=more than 20",1618527482
CHN3205,"14 June 2019",2019,2,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Labor Group (China)",6,,,0,60,,156,"East Asia",China,Yunnan,Nujiang,Lushui,"Liuku Town",25.8437,98.8545,2,"CLB (China)",Other,"As reported on 14 June 2019, as many as 100 workers protested in Nujiang, Yunnan to demand wage arrears owed to them by a hydraulic engineering company.",0,"crowd size=as many as 100",1618527475
CHN3200,"14 June 2019",2019,2,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Labor Group (China)",6,,,0,60,,156,"East Asia",China,Shandong,Dezhou,Decheng,Decheng,37.4509,116.2995,2,"CLB (China)",Other,"As reported on 14 June 2019, between 101 and 1000 workers protested in Dezhou, Shandong to demand wage arrears and unpaid social insurance owed to them by an auto parts manufacturer for as long as 20 months.",0,"crowd size=between 101 and 1000",1618527475
CHN3201,"14 June 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Five Demands Movement; Women (China)",6,,,0,60,,156,"East Asia",China,"Hong Kong","Central and Western",,"Hong Kong - Central and Western",22.2811,114.1598,1,"RTHK; HK01; Ming Pao",Subnational,"On 14 June 2019, between 980 and 6000 mothers joined an anti-extradition bill rally at Chater Garden in Central (Central and Western district, Hong Kong) to show support for the young people, to urge the government to withdraw the extradition bill, and to urge the Chief Executive to step down. They shouted slogans. Organisers said 6000 mothers participated in the rally while police put the highest turnout at 980. On the same day, more than 100 protesters gathered at the Tamar Park and a footbridge leading to the Legislative Council in Admiralty (Central and Western district, Hong Kong) to sing songs, read Bible and play music to protest against the extradition bill. They also held signs written 'we are not the enemies' and 'stop violence'. There were also people singing songs during the whole day.",0,"crowd size=more than 1080-6100 in total",1611094729
CHN3202,"14 June 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Five Demands Movement; Students (China)",6,,,0,60,,156,"East Asia",China,"Hong Kong","Kowloon City",,"Hong Kong - Kowloon City",22.3052,114.187,1,"Radio Free Asia; Ming Pao",Subnational-International,"On 14 June 2019, more than 80 students and alumni of a secondary school joined a sit-in protest in their school in To Kwa Wan (Kowloon City, Hong Kong) to express dissatisfaction with the police's use of violence during clearance against students on 12 June and to urge the government to withdraw the extradition bill.",0,"crowd size=more than 80",1611094729
CHN3203,"14 June 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Demosisto; Five Demands Movement",6,,,0,60,,156,"East Asia",China,"Hong Kong","Sham Shui Po",,"Hong Kong - Sham Shui Po",22.3289,114.1586,1,"Radio Free Asia",International,"On 14 June 2019, around 7 members of Demosisto protested inside Mei Foo MTR station near Sham Shui Po, Hong Kong against the extradition bill and to call on the people to go on strike and students to boycott classes. They knelt down and shouted slogans.",0,"crowd size=around 7",1611094734
CHN3204,"14 June 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)",,6,,,0,60,,156,"East Asia",China,"Hong Kong","Wan Chai",,"Hong Kong - Wan Chai",22.2776,114.175,1,RTHK,Subnational,"On 14 June 2019, members of the Alliance for Peace and Economy Hong Kong went to the Police headquarters in Wan Chai (Hong Kong) in support of the frontline police officers and police operation during recent protests. They donated food and water to the police.",0,"crowd size=no report",1611094735
CHN8504,"14 June 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","DAB: Democratic Alliance for the Betterment and Progress of Hong Kong",6,,,0,60,,156,"East Asia",China,"Hong Kong","Central and Western",,"Hong Kong - Central and Western",22.2811,114.1598,1,"Ta Kung Pao",Subnational,"On 14 June 2019, members of the DAB youth division protested outside the US Consulate in Central and Western district (Hong Kong) against the US Government's interference in Hong Kong's internal affairs by making biased remarks on the extradition bill.",0,"crowd size=no report",1611094735
