,event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,inter2,interaction,iso,region,country,admin1,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,related_ep
2839,CHN2453,2019-05-05,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Unknown,6,0,60,156,East Asia,China,Hong Kong,Central and Western,22.2811,114.1598,1,Apple Daily Hong Kong; Ming Pao,Subnational,"On 5 May 2019, around 400 people carrying their pets participated in a march organised by an animal protection group, Love Animals, No Animal Abuse, in the Central and Western District of Hong Kong. Protesters held banners, shouted slogans and called for sterilisation as an alternative to culling to control stray animals. The march responded to the 3-month public consultation on Prevention of Cruelty to Animals Ordinance launched by the government.",0,crowd size=around 400,1611094729,no
2844,CHN2251,2019-05-04,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),CP: Civic Party (Hong Kong),6,0,60,156,East Asia,China,Hong Kong,Central and Western,22.2811,114.1598,1,Radio Free Asia,International,"On 4 May 2019, more than 10 people, including members of the Civic Party, marched to the Hong Kong Liaison Office (Central and Western District, Hong Kong) in commemoration of the 100th anniversary of the May Fourth Movement. The protesters chanted slogans for democracy, freedom, and an end to China's intervention in Hong Kong's affairs.",0,crowd size=more than 10,1611094734,no
2845,CHN2252,2019-05-04,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),CHRF: Civil Human Rights Front; Government of China (2017-) Hong Kong Special Administrative Region,6,6,66,156,East Asia,China,Hong Kong,Central and Western,22.2811,114.1598,1,Ta Kung Pao; Apple Daily Hong Kong; Radio Free Asia,Subnational-International,"On 4 May 2019, around 300 protesters and pro-democratic groups, including CHRF, engaged in a demonstration in the demonstration area of the Legislative Council in the Central and Western District of Hong Kong, protesting against the changes to the extradition law. Meanwhile, around 40 people from two pro-Beijing groups protested in support of the changes to the extradition law outside the Legislative Council. They also had a verbal confrontation with anti-ELAB protesters, including a pro-democracy legislative councillor. No injuries were reported.",0,crowd size=around 340,1680633498,no
2846,CHN2452,2019-05-04,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Extinction Rebellion,6,0,60,156,East Asia,China,Hong Kong,Tsuen Wan,22.3706,114.1131,1,HKFP,Subnational,"On 4 May 2019, 9 activists from the Extinction Rebellion Hong Kong carrying signs demonstrated in front of a 7-metre wide globe installation outside the Citywalk mall in Tsuen Wan, Hong Kong, as part of a global movement to curb carbon emissions.",0,crowd size=9,1680633592,no
2849,CHN4178,2019-05-03,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Unknown,6,0,60,156,East Asia,China,Hong Kong,Kowloon City,22.3052,114.187,1,Bastille Post; Oriental Daily,Subnational,"On 3 May 2019, more than 10 people carrying placards demonstrated outside the Kowloon City District Council in the Kowloon City District of Hong Kong during a meeting attending by the Secretary for Justice. They protested against the illegal structures at the new house of the city's new justice minister and condemned that her fine of HKD 20000 was too mild.",0,crowd size=more than 10,1611094729,no
2850,CHN2249,2019-05-03,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Unknown,6,0,60,156,East Asia,China,Hong Kong,Central and Western,22.2811,114.1598,1,Apple Daily Hong Kong,Subnational,"On 3 May 2019, around 50 villagers from the New Territories staged a protest outside the Legislative Council in Central and Western District (Hong Kong), protesting against the government's development plan for the northeastern New Territories.",0,crowd size=around 50,1611094731,no
2854,CHN4177,2019-05-02,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),DAB: Democratic Alliance for the Betterment and Progress of Hong Kong; Government of China (2017-) Hong Kong Special Administrative Region,6,0,60,156,East Asia,China,Hong Kong,Central and Western,22.2811,114.1598,1,Commercial Daily,Subnational,"On 2 May 2019, DAB lawmakers, district councillors and residents from Kwun Tong District protested at the government headquarters in the Central and Western District of Hong Kong. They called the government to investigate the construction flaws of the East Kowloon Cultural Centre and hold the accountability of the construction firm, Leighton.",0,crowd size=no report,1611094731,no
2855,CHN3755,2019-05-02,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Government of China (2017-) Hong Kong Special Administrative Region; HKCTU: Hong Kong Confederation of Trade Unions; Labor Group (China); LJL: Land Justice League (Hong Kong),6,0,60,156,East Asia,China,Hong Kong,Tuen Mun,22.3919,113.9748,1,Inmediahk.net,Subnational,"On 2 May 2019, HKCTU and cleaning workers demonstrated at the Tuen Mun Government Offices in the Tuen Mun District of Hong Kong opposing some dangerous tasks newly assigned to them by an outsourced cleansing service contractor employed by the Food and Environmental Hygiene Department. It was reported that the cleaning workers were ordered to push handcarts loaded with large furniture and clutter climbing down a 200-meter long steep sloping pavement along a busy highway. A lawmaker from Land Justice League was present to show support for the protesters.",0,crowd size=no report,1611094733,no
2865,CHN2245,2019-05-01,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),HKFTU: Hong Kong Federation of Trade Unions; HKCTU: Hong Kong Confederation of Trade Unions; Labor Group (China); Students (China),6,0,60,156,East Asia,China,Hong Kong,Central and Western,22.2811,114.1598,1,Radio Free Asia; Apple Daily Hong Kong,Subnational-International,"On 1 May 2019, thousands of protesters participated in the International Workers' Day marches around the Central Government Complex in Central and Western District (Hong Kong). Between 3400 and 4500 protesters led by HKFTU and other labour groups called for new regulations on the number of labour holidays and new arrangements under bad weather. On the same day, between 1400 and 2200 protesters and students led by HKCTU and more than 20 labour groups, called for collective bargaining and a universal pension scheme. Both groups protested the lack of standard working hours and lack of work-life balance.",0,crowd size=thousands,1611094729,no
2866,CHN4174,2019-05-01,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Labor Group (China); Hong Kong Labour Party; Government of China (2017-) Hong Kong Special Administrative Region,6,0,60,156,East Asia,China,Hong Kong,Central and Western,22.2811,114.1598,1,Metro Daily; Bastille Post,Subnational,"On 1 May 2019, around 40 people, including concerned groups and a LP lawmaker, staged a petition at the government headquarters in the Central and Western District of Hong Kong, demanding a disability hiring quota to improve the employment prospects for disabled people.",0,crowd size=around 40,1611094729,no
2870,CHN2243,2019-04-30,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Unknown,6,0,60,156,East Asia,China,Hong Kong,Kowloon City,22.3052,114.187,1,Wen Wei Po; Ta Kung Pao,Subnational,"On 30 April 2019, more than 10 members of pro-government group Politihk Social Strategic staged a protest in the Hong Kong Baptist University (Kowloon City, Hong Kong), demanding for the University to remove jailed lecturer Shiu Ka-chun from his position as a social work lecturer.",0,crowd size=more than 10,1611094729,no
2871,CHN3750,2019-04-30,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Unknown,6,0,60,156,East Asia,China,Hong Kong,Sha Tin,22.3779,114.1981,1,Ming Pao,Subnational,"On 30 April 2019, nearly 1000 villagers protested at a village meeting at the Heung Yee Kuk building in the Sha Tin District of Hong Kong. The protesters carried placards and demanded to uphold the 'Ding rights', a traditional ruling that gave indigenous male villagers the right to build villas on private or government land.",0,crowd size=nearly 1000,1611094734,no
2872,CHN8510,2019-04-30,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),NTAS: New Territories Association of Societies,6,0,60,156,East Asia,China,Hong Kong,Central and Western,22.2811,114.1598,1,Ta Kung Pao,Subnational,"On 30 April 2019, around 20 members of the NTAS protested outside the Legislative Council in Admiralty in Central and Western district (Hong Kong) to urge the government to amend the extradition bill. They held banners and submitted a petition letter.",0,crowd size=around 20,1611094735,no
2880,CHN2254,2019-04-29,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Unknown,6,0,60,156,East Asia,China,Hong Kong,Central and Western,22.2811,114.1598,1,Commercial Daily; Radio Free Asia; Ta Kung Pao,Subnational-International,"On 29 April 2019, more than 20 members of the pro-Beijing group New Millenarian attended a rally in the campus of the University of Hong Kong (Central and Western, Hong Kong), demanding for the University to remove jailed law professor Benny Tai from his position as an associate professor of law.",0,crowd size=more than 20,1611094729,no
2881,CHN4173,2019-04-29,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Unknown,6,0,60,156,East Asia,China,Hong Kong,Central and Western,22.2811,114.1598,1,Oriental Daily,Subnational,"On 29 April 2019, around 10 residents from Whampoa area led by a local concerned group staged a petition at the government headquarters in the Central and Western District of Hong Kong. They demanded that the government amended the legislation to step up enforcement actions against unlicensed guesthouses in residential buildings.",0,crowd size=around 10,1611094734,no
2891,CHN2239,2019-04-28,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),CHRF: Civil Human Rights Front; DP: Democratic Party (Hong Kong); Demosisto; LSD: League of Social Democrats; Lawyers (China); Catholic Christian Group (China); Students (China); Journalists (China); Labor Group (China),6,0,60,156,East Asia,China,Hong Kong,Central and Western,22.2811,114.1598,1,Apple Daily Hong Kong; Radio Free Asia; Ming Pao; The Stand News,Subnational-International,"On 28 April 2019, CHRF organised the second rally of this month in opposition to changes to an extradition law which would make the government easier to send criminal suspects to mainland China. The protesters holding yellow umbrellas and placards marched from Wan Chai district to the Central Government Complex in Central and Western District (Hong Kong). Police blocked the roads near the Police Headquarters in Wan Chai but allowed protesters to pass after they insisted. DP, Demosisto, LSD, legal, human rights, Catholic, business, students and journalists groups were also present. Organisers say that 130000 people participated, but police put the number at 22800.",0,crowd size=between 22800 to 130000,1611094729,no
2893,CHN4170,2019-04-28,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),HKFTU: Hong Kong Federation of Trade Unions; Labor Group (China); Government of China (2017-) Hong Kong Special Administrative Region,6,0,60,156,East Asia,China,Hong Kong,Central and Western,22.2811,114.1598,1,Wen Wei Po; Sing Pao; The Standard,Subnational,"On 28 April 2019, on the International Workers Memorial Day, more than 150 people from different groups protested in the Central and Western District of Hong Kong. Dozens of workers, 2 HKFTU lawmakers and 1 member of Labour Advisory Board led by the Occupational Safety and Health Association of HKFTU marched from Admiralty Centre to the government headquarters, calling on the administration to protect workers' safety. They called for a harsher penalty for serious industrial accident cases, the establishment of a central employees' insurance compensation fund to ensure workers and a new bureau dealing with insurance, compensation and workplace accident cases. On the same day, about 150 people of Association for the Rights of Industrial Accident Victims wearing in black and holding flowers sat at the protest area outside Legco, calling for an improvement in the policy for occupational safety.",0,crowd size=more than 150,1611094729,no
2894,CHN4171,2019-04-28,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),HKFLU: Federation of Hong Kong and Kowloon Labour Unions; Labor Group (China); Health Workers (China),6,0,60,156,East Asia,China,Hong Kong,Yau Tsim Mong,22.3201,114.1692,1,Wen Wei Po,Subnational,"On 28 April 2019, around 1500 people, including health workers and workers from different sectors, participated in a march organised by HKFLU from Sham Shui Po to Yau Ma Tei, Yau Tsim Mong District (Hong Kong). After that, a group of industry representatives submitted a petition at the government headquarters in Central District. They demanded the abolition of the Mandatory Provident Fund offsetting mechanism, legislation for standard working hours, an increase of statutory holidays to 17 days a year and an introduction of the universal retirement protection scheme.",0,crowd size=around 1500,1611094737,no
2899,CHN4168,2019-04-27,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),BPA: Business and Professionals Alliance for Hong Kong; Government of China (2017-) Hong Kong Special Administrative Region,6,0,60,156,East Asia,China,Hong Kong,Kowloon City,22.3052,114.187,1,Wen Wei Po; Oriental Daily; Sing Pao,Subnational,"On 27 April 2019, between 200 and 300 protesters, including a BPA lawmaker, an independent lawmaker, district councillors and residents, marched from the Kowloon City Government Offices to Bailey Street in the Kowloon City District of Hong Kong to protest against excessive tourism in their districts. They denounced overcrowding and traffic accidents caused by the visits of Chinese domestic budget travel tours.",0,crowd size=between 200 and 300,1611094729,no
2900,CHN3688,2019-04-27,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Unknown,6,0,60,156,East Asia,China,Hong Kong,Central and Western,22.2811,114.1598,1,HK01,Subnational,"On 27 April 2019, charity organization Lok Sin Tong and other supporting groups handed over a petition letter with 8,000 signatures to several lawmakers and demonstrated at the Legislative Council, Central District (Hong Kong) to ban the sales and consumption of new tobacco products. The LegCo was to hold their Fourth Committee Meeting on the 2019 Smoking (Public Health) Legislation (Amendment) Bill on the legislation of e-cigarettes and other related tobacco products.",0,crowd size=several groups,1611094732,no
2901,CHN3692,2019-04-27,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Unknown,6,0,60,156,East Asia,China,Hong Kong,Yau Tsim Mong,22.3201,114.1692,1,Ming Pao,Subnational,"On 27 April 2019, five citizens sat in front of the June 4th Museum in Mong Kok, Yau Tsim Mong District (Hong Kong) after they were told not to bring plastic stools into the Museum, and refused to leave after they were told off by security guards. They finally left when the police arrived and requested them to go. This was the second protest against the museum following its opening on 26 April.",0,crowd size=five,1611094734,no
2902,CHN4167,2019-04-27,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Labor Group (China),6,0,60,156,East Asia,China,Hong Kong,Central and Western,22.2811,114.1598,1,Oriental Daily,Subnational,"On 27 April 2019, the Urban Taxi Drivers Association Joint Committee and Hong Kong Kowloon & New Territories Taxi Association staged a slow drive protest from North Point to the Hong Kong Liaison Office in Sai Ying Pun, Central and Western District (Hong Kong). They protested against the large-scale demonstrations organised by Falun Gong at the weekend every 2 to 3 months which often blocked the traffic for a few hours. They claimed that taxi drivers lost hundreds of income a day during the road closure. 25 taxis engaged in the driving protest, and police vehicles cleared the passage for them.",0,crowd size=at least 25,1611094734,no
2903,CHN3689,2019-04-27,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),CHRF: Civil Human Rights Front; CP: Civic Party (Hong Kong); Government of China (2017-) Hong Kong Special Administrative Region; Lawyers (China); LSD: League of Social Democrats,6,0,60,156,East Asia,China,Hong Kong,Wan Chai,22.2776,114.175,1,Radio Free Asia,International,"On 27 April 2019, at least 13 protesters - including pro-democracy Legislative Council members and lawyers - from Civil Human Rights Front, Civic Party and League of Social Democrats assembled at East Point Road in Causeway Bay, Wan Chai District (Hong Kong) to urge passersby to participate in a 28 April protest march against the Fugitive Offenders and Mutual Legal Assistance in Criminal Matters Legislation (Amendment) Bill, and to stand in solidarity with four defendants arrested for their role in the Occupy Central movement.",0,crowd size=at least 13,1611094734,no
2904,CHN13138,2019-04-27,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Falun Gong Group (China); Christian Group (China); Former Government of China (2017-) Hong Kong Special Administrative Region,6,0,60,156,East Asia,China,Hong Kong,Central and Western,22.2811,114.1598,1,Epoch Times,International,"On 27 April 2019, around 1200 people, including Falun Gong members, attended a rally in Edinburgh Place in Central and Western district (Hong Kong - Central and Western) to commemorate the 25 April Incident, show support for Falun Gong, as well as call for people to abandon their CPC party membership. The rally was attended by a pastor who is a ex-LegCo member. After the rally, people marched from North Point to the China Liaison Office in Central, displaying flags and banners.",0,crowd size=around 1200,1683045347,no
2909,CHN3683,2019-04-26,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Unknown,6,0,60,156,East Asia,China,Hong Kong,Yau Tsim Mong,22.3201,114.1692,1,Radio Free Asia,International,"On 26 April 2019, around 30 protesters from a pro-establishment group gathered in front of the June 4th Museum in Mong Kok, Yau Tsim Mong District (Hong Kong) to express concerns about the structural integrity of the Museum's space, and protest against disturbances brought to the public. Earlier that day, the 'Alliance' - Hong Kong Alliance in Support of Patriotic Democratic Movements in China - reopened the Museum to commemorate the 30th anniversary of the day newspaper Renmin Ribao classified the '89 Democratic Movement as a 'riot'.",0,crowd size=around 30,1611094734,no
2911,CHN3682,2019-04-26,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Unknown,6,0,60,156,East Asia,China,Hong Kong,Central and Western,22.2811,114.1598,1,HK01,Subnational,"On 26 April 2019, around 10 members of a local environmental concern group submitted a petition letter and demonstrated at the Legal Assistance Department in Admiralty, Central District (Hong Kong) for a judicial review of the 'Subsidy and Arrangement Scheme of the Government Demolition Act' ('510 Plan') and its consequences for the appropriation of the North East New Territories New Development Areas Planning. The Ma Shi Po villagers claimed that 300,000 squatter inhabitants were not properly consulted, and were not pleased that farmland owners were not compensated, while brownfield owners were.",0,crowd size=around 10,1680633592,no
2916,CHN3678,2019-04-25,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),HKFLU: Federation of Hong Kong and Kowloon Labour Unions; Labor Group (China),6,0,60,156,East Asia,China,Hong Kong,Central and Western,22.2811,114.1598,1,HK01,Subnational,"On 25 April 2019, around 30 representatives of F&B industry and the Federation of Hong Kong and Kowloon Labour Unions petitioned and demonstrated at the Government Headquarters in Central District (Hong Kong) to ensure employee rights during extreme weather conditions would be legalised before the upcoming typhoon and monsoon season. They were dissatisfied with wage reductions by employees following lateness or absence from work during a major typhoon last year.",0,crowd size=around 30,1611094732,no
2921,CHN3672,2019-04-24,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Catholic Christian Group (China); Protestant Christian Group (China); DP: Democratic Party (Hong Kong); Government of China (2017-) Hong Kong Special Administrative Region; Hong Kong Labour Party; LSD: League of Social Democrats; Students (China),6,0,60,156,East Asia,China,Hong Kong,Sham Shui Po,22.3289,114.1586,1,Ming Pao; HKFP,Subnational,"On 24 April 2019, 200 to 1,000 supporters gathered for a candlelight event outside Lai Chi Kok Reception Centre in Sham Shui Po District (Hong Kong) to show solidarity with the eight of the 'Occupy Central Nine' who were sentenced earlier in the day. Present were four of the convicted - two former student leaders, a Democratic Party member and a Baptist pastor - Joseph Zen of the Catholic Church in Hong Kong, and many pro-democracy political figures and LegCo members, including Claudia Mo, League of Social Democrats Leung Kwok-hung and Labour Party Lee Cheuk-yan. The protesters wore yellow t-shirts with the phrase 'I was not incited,' a reference to the 'incitement to incite' public nuisance charges brought against the sentenced activists.",0,"crowd size=200-1,000",1639428825,no
2922,CHN3671,2019-04-24,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Catholic Christian Group (China); Christian Group (China); Demosisto; Government of China (2017-) Hong Kong Special Administrative Region,6,6,66,156,East Asia,China,Hong Kong,Sham Shui Po,22.3289,114.1586,1,BBC News; Ming Pao; Radio Free Asia; Deutsche Welle; RTHK,Subnational-International,"On 24 April 2019, dozens to over 100 protesters - citizens, churchgoers, politicians and democracy activists including cardinal Joseph Zen of the Catholic Church in Hong Kong, secretary Joshua Wong of Demosisto, and various Legislative Council members - gathered outside the West Kowloon Magistrates' Courts in Cheung Sha Wan, Sham Shui Po District (Hong Kong) ahead of the sentencing of the 'Occupy Central Nine,' nine public figures charged for their role in the pro-democracy movement back in 2014. Around 30-50 members represented pro-establishment groups - including the Defend Hong Kong Campaign - also gathered to protest, bringing suckling pig and champagne to 'celebrate' the jailing of the 'Occupy Central Nine.' There were verbal clashes between the two protesting groups, so the police separated them using metal crowd control barriers.",0,crowd size=around 150,1643150991,no
2926,CHN13136,2019-04-24,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Unknown,6,0,60,156,East Asia,China,Hong Kong,Kowloon City,22.3052,114.187,1,Epoch Times,International,"On 24 April 2019, four people from Hong Kong protested at Hung Hom MTR Station in Kowloon City district (Hong Kong - Kowloon City) before going on a trip to Beijing to petition for different causes. They held placards and displayed banners. They were later intercepted at Guangzhou Railway Station and sent back to Hong Kong.",0,crowd size=4,1683045347,no
2942,CHN3660,2019-04-22,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Unknown,6,0,60,156,East Asia,China,Hong Kong,Kowloon City,22.3052,114.187,1,Ming Pao,Subnational,"On 22 April 2019, a local concern group about the presence of Mainland Chinese tourists in Kowloon City observed a moment of silence in To Kwa Wan, Kowloon City District (Hong Kong) after a tourist bus killed a woman earlier in the week. They expressed concerns about traffic accidents in the region, and demanded the government to set a daily quota for tours.",0,crowd size=no report,1611094734,no
2946,CHN3656,2019-04-21,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Unknown,6,0,60,156,East Asia,China,Hong Kong,Yau Tsim Mong,22.3201,114.1692,1,Radio Free Asia,International,"On 21 April 2019, protesters gathered in front of the June 4th Museum in Mong Kok, Yau Tsim Mong District (Hong Kong) with claims that the Museum violated construction guidelines and their rental contract, and brought inconvenience to other tenants due to noise, frequent protests and other 'possibly destructive' behaviour. They also stated that the '89 Democracy Movement was led by students that were manipulated by foreign powers.",0,crowd size=no report,1611094734,no
2947,CHN3655,2019-04-21,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),SoCO: Society for Community Organization,6,0,60,156,East Asia,China,Hong Kong,unknown,22.3222,114.177,3,HK01,Subnational,"On 21 April 2019, the Society for Community Organisation hosted a redress meeting in Hong Kong regarding the well-being of over 200 children brought up in single parent households resulting from cross-border marriages (Hong Kong and Mainland China). They demanded a redress of immigration policies, so that single-journey visas would be issued to Mainland Chinese mothers, and families could reunite and properly settle. At least 14 children held up placards and hand-drawn pictures during the meeting to express their demands.",0,crowd size=at least 14,1618442053,no
2948,CHN4161,2019-04-21,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),CHRF: Civil Human Rights Front; Government of China (2017-) Hong Kong Special Administrative Region,6,0,60,156,East Asia,China,Hong Kong,unknown,22.3222,114.177,3,Radio Free Asia,International,"On 21 April 2019, Legislative Council members and groups from the pro-democracy camp, like Civil Human Rights Front, set up street booths all across Hong Kong Island and Kowloon (Hong Kong) to announce that a protest march will be organized on 28 April to call for the withdrawal of the Fugitive Offenders and Mutual Legal Assistance in Criminal Matters Legislation (Amendment) Bill. The protesters at one of the street booths outside Langham Place in Mongkok (Yau Tsim Mong District) held a large banner and placards with slogans 'No China rendition' and 'withdraw the Amendment Bill'.",0,crowd size=no report,1618442053,no
2955,CHN2229,2019-04-19,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Government of China (2017-) Hong Kong Special Administrative Region; Hong Kong Labour Party,6,0,60,156,East Asia,China,Hong Kong,Central and Western,22.2811,114.1598,1,HK01,Subnational,"On 19 April 2019, five Labour Party members and district councillors marched from Admiralty Centre to the government headquarters in Admiralty, Central district to demand for the number of statutory holidays in Hong Kong to be equal to the existing 17 public holidays.",0,crowd size=5,1611094732,no
2968,CHN2222,2019-04-17,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),BPA: Business and Professionals Alliance for Hong Kong; DAB: Democratic Alliance for the Betterment and Progress of Hong Kong; DHKC: Defend Hong Kong Campaign,6,6,66,156,East Asia,China,Hong Kong,Central and Western,22.2811,114.1598,1,Wen Wei Po; RTHK; Apple Daily Hong Kong; Inmediahk.net,Subnational,"On 17 April 2019, around 30-40 pro-democracy group members and LegCo members - from Civil Human Rights Front, Democratic Party, Demosisto - and around 30-60 pro-establishment group members and LegCo members - from Business and Professionals Alliance for Hong Kong, DAB, Defend Hong Kong Campaign, Zhenxi Group - protested outside the Legislative Council in Central district (Hong Kong) ahead of the first meeting of the Bills Committee on Fugitive Offenders and Mutual Legal Assistance in Criminal Matters Legislation (Amendment) Bill. The two groups demonstrated in opposition to and in support of the bill, respectively. Security guards intervened when pro-establishment groups stepped out of designated protest areas to condemn pro-democracy groups. On the same day, around 40 members of a newly founded Fugitive Offenders Ordinance Support Group petitioned at the Hong Kong government headquarters in Central district in support of the Bill. They have gathered 6000 people for their petition.",0,crowd size=around 100 to 140 total,1611094729,no
2969,CHN2224,2019-04-17,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Government of China (2017-) Hong Kong Special Administrative Region; HKCTU: Hong Kong Confederation of Trade Unions; Labor Group (China); Hong Kong Labour Party; LSD: League of Social Democrats; Students (China),6,0,60,156,East Asia,China,Hong Kong,Kowloon City,22.3052,114.187,1,Inmediahk.net; The Stand News,Subnational,"On 17 April 2019, nearly 80 blind workers, students and their families, organisations - the Hong Kong Blind Union, HKCTU - as well as LegCo members and district councillors - from the Labour Party, League of Social Democrats - gathered outside the Hong Kong Society for the Blind Factory cum Sheltered Workshop in To Kua Wan, Kowloon City district (Hong Kong) ahead of a consulation meeting on the rebuilding of the facility. They petitioned the Social Welfare Department for stronger stakeholder participation and sustained employment opportunities during the rebuilding process.",0,crowd size=nearly 80,1611094729,no
2970,CHN2223,2019-04-17,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Health Workers (China),6,0,60,156,East Asia,China,Hong Kong,Kowloon City,22.3052,114.187,1,HK01,Subnational,"On 17 April 2019, around 100 healthcare workers in the Hospital Authority Old System Workers Union organised a sit-in at the HA headquarters building in Ma Tau Wai, Kowloon City district (Hong Kong) to demand for an 8% pay raise. The sit-in lasted for two hours, and a Human Resources department representative received their petition.",0,crowd size=around 100,1611094732,no
2971,CHN2221,2019-04-17,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),DP: Democratic Party (Hong Kong); The Alliance: Hong Kong Alliance in Support of Patriotic Democratic Movements of China,6,0,60,156,East Asia,China,Hong Kong,Central and Western,22.2811,114.1598,1,Inmediahk.net,Subnational,"On 17 April 2019, 12 pro-democracy members of the Hong Kong Alliance in Support of Patriotic Democratic Movements of China, Democratic Party, Hong Kong First and Neighbourhood and Worker's Service Centre launched the 'Never Forget June 4th' mobile exhibit truck with a ceremony in Central district (Hong Kong).",0,crowd size=12,1611094732,no
2980,CHN2217,2019-04-16,2019,2,Demonstrations,Protests,Peaceful protest,Protesters (China),Unknown,6,0,60,156,East Asia,China,Hong Kong,Central and Western,22.2811,114.1598,1,RTHK,Subnational,"As reported on 16 April 2019, a dozen petitioners from the Subdivided Flats Concern Platform petitioned outside the Office of the Chief Executive in Central district (Hong Kong) for the consideration of 12 vacant school premises as transitional housing options for people applying for public housing. They suggested the setup of a coordination mechanism for vacant sites and buildings, so that an inventory of transitional housing options could be made.",0,crowd size=a dozen,1611094735,no
2987,CHN2215,2019-04-15,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Labor Group (China),6,0,60,156,East Asia,China,Hong Kong,Tuen Mun,22.3919,113.9748,1,HK01,Subnational,"On 15 April 2019, 18 bar benders and fixers held a sit-in at a construction site on San Yick Lane, Tuen Mun district (Hong Kong) to demand for wage arrears and other compensation fees following their sudden layoff in March. Around 30 construction vehicles were obstructed. Their demands were eventually met after negotiation with company representatives.",0,crowd size=18,1611094732,no
2988,CHN2214,2019-04-15,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Labor Group (China),6,0,60,156,East Asia,China,Hong Kong,Kwun Tong,22.3109,114.2233,1,Ming Pao,Subnational,"On 15 April 2019, a dozen employees of the KMB Employees Union protested at the KMB bus factory in Kowloon Bay, Kwun Tong district (Hong Kong) for a 15% pay raise and several other wage minimum and calculation demands.",0,crowd size=a dozen,1611094734,no
2990,CHN2207,2019-04-14,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),The Alliance: Hong Kong Alliance in Support of Patriotic Democratic Movements of China,6,0,60,156,East Asia,China,Hong Kong,Central and Western,22.2811,114.1598,1,Radio Free Asia; Inmediahk.net,Subnational-International,"On 14 April 2019, around 100 people led by the Vice-Chair of Hong Kong Alliance in Support of Patriotic Democratic Movements in China and Convener of Occupy Central ran 30 kilometres to the Liaison Office of the Central People's Government in Hong Kong SAR at Sai Ying Pun in Western district (Hong Kong). The run symbolised the fifteenth year of their remembrance of the 30th anniversary of the June 4th massacre, and to stand in solidarity with the rights defenders who have been incommunicado as a result.",0,crowd size=around 100,1611094729,no
2991,CHN2208,2019-04-14,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Unknown,6,0,60,156,East Asia,China,Hong Kong,Wan Chai,22.2776,114.175,1,HK01,Subnational,"On 14 April 2019, Action Committee for Defending the Diaoyu Islands members collected signatures in Causeway Bay, Wanchai district (Hong Kong) to petition the Japanese government to release two of their members and revoke charges against them.",0,crowd size=no report,1611094732,no
